tasksync-nginx-prod  | 2026/07/22 09:38:12 [warn] 21#21: *1786 upstream sent duplicate header line: "date: Wed, 22 Jul 2026 09:38:10 GMT", previous value: "Date: Wed, 22 Jul 2026 09:38:11 GMT", ignored while reading response header from upstream, client: 172.20.0.1, server: _, request: "GET /ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI3NSIsImVtYWlsIjoiYWRtaW5AdGFza3N5bmMuZXhhbXBsZS5jb20iLCJyb2xlIjoxLCJleHAiOjE3ODQ3MTY2OTEsImp0aSI6ImUzZDZiYmQ3LWRkOWItNGMyNi1hYzE0LWM3N2Q1Y2UxYTcyNCJ9.Bk8KTOSkyhLw6n5YWuR5FsrJgQjvUl33izWRUdaut3I HTTP/1.1", upstream: "http://172.20.0.3:8000/ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI3NSIsImVtYWlsIjoiYWRtaW5AdGFza3N5bmMuZXhhbXBsZS5jb20iLCJyb2xlIjoxLCJleHAiOjE3ODQ3MTY2OTEsImp0aSI6ImUzZDZiYmQ3LWRkOWItNGMyNi1hYzE0LWM3N2Q1Y2UxYTcyNCJ9.Bk8KTOSkyhLw6n5YWuR5FsrJgQjvUl33izWRUdaut3I", host: "127.0.0.1"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:13 +0000] "GET /api/v1/notifications HTTP/1.1" 200 1230 "http://127.0.0.1/notifications" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=1.477 uct="0.001" uht="1.475" urt="1.477"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:13 +0000] "GET /api/v1/notifications HTTP/1.1" 200 1229 "http://localhost/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36" "-" rt=1.177 uct="0.001" uht="1.174" urt="1.177"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:13 +0000] "GET /api/v1/employees?size=100 HTTP/1.1" 200 1422 "http://127.0.0.1/dashboard" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.126 uct="0.000" uht="0.124" urt="0.126"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:13 +0000] "GET /api/v1/projects?size=100 HTTP/1.1" 200 978 "http://127.0.0.1/dashboard" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.033 uct="0.000" uht="0.032" urt="0.033"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:14 +0000] "GET /api/v1/employees HTTP/1.1" 403 289 "http://localhost/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36" "-" rt=0.074 uct="0.001" uht="0.068" urt="0.074"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:14 +0000] "GET /api/v1/notifications HTTP/1.1" 200 1253 "http://localhost/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36" "-" rt=0.338 uct="0.001" uht="0.337" urt="0.339"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:14 +0000] "POST /api/v1/tasks HTTP/1.1" 200 259 "http://127.0.0.1/dashboard" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.519 uct="0.000" uht="0.517" urt="0.519"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:14 +0000] "GET /api/v1/notifications HTTP/1.1" 200 1254 "http://127.0.0.1/notifications" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.389 uct="0.001" uht="0.389" urt="0.390"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:14 +0000] "GET /api/v1/notifications HTTP/1.1" 200 1267 "http://localhost/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36" "-" rt=0.216 uct="0.000" uht="0.215" urt="0.216"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:14 +0000] "GET /api/v1/notifications HTTP/1.1" 200 1265 "http://127.0.0.1/notifications" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.237 uct="0.000" uht="0.235" urt="0.236"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:15 +0000] "GET /api/v1/notifications?size=100 HTTP/1.1" 200 1268 "http://127.0.0.1/notifications" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.043 uct="0.000" uht="0.042" urt="0.043"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:15 +0000] "DELETE /api/v1/tasks/221 HTTP/1.1" 200 21 "http://127.0.0.1/dashboard" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.109 uct="0.001" uht="0.108" urt="0.109"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:15 +0000] "DELETE /api/v1/notifications/350 HTTP/1.1" 200 250 "http://127.0.0.1/dashboard" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.067 uct="0.000" uht="0.066" urt="0.067"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:15 +0000] "DELETE /api/v1/notifications/349 HTTP/1.1" 200 250 "http://127.0.0.1/dashboard" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=0.073 uct="0.001" uht="0.073" urt="0.073"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:15 +0000] "GET /ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMTEiLCJlbWFpbCI6ImVtcGxveWVlMDI4QHRhc2tzeW5jLmV4YW1wbGUuY29tIiwicm9sZSI6MywiZXhwIjoxNzg0NzE2NjkwLCJqdGkiOiIzMzBhYzJhYy1jOGJkLTQ5ZDEtYWRhNS0xY2UzYzc0YTU2OWIifQ.WgQTPnPLO9CTtgA6VqdpgsF0RhUdZNqYZnWpoU78YSc HTTP/1.1" 101 168 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=3.959 uct="0.001" uht="0.273" urt="3.959"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:15 +0000] "GET /ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI3NSIsImVtYWlsIjoiYWRtaW5AdGFza3N5bmMuZXhhbXBsZS5jb20iLCJyb2xlIjoxLCJleHAiOjE3ODQ3MTY2OTEsImp0aSI6ImUzZDZiYmQ3LWRkOWItNGMyNi1hYzE0LWM3N2Q1Y2UxYTcyNCJ9.Bk8KTOSkyhLw6n5YWuR5FsrJgQjvUl33izWRUdaut3I HTTP/1.1" 101 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36" "-" rt=3.923 uct="0.001" uht="0.362" urt="3.923"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:23 +0000] "GET /api/v1/notifications HTTP/1.1" 200 757 "http://localhost/notifications" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0" "-" rt=0.063 uct="0.001" uht="0.062" urt="0.063"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:24 +0000] "GET /notifications HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0" "-" rt=0.001 uct="0.000" uht="0.001" urt="0.001"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:24 +0000] "GET /ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI3NSIsImVtYWlsIjoiYWRtaW5AdGFza3N5bmMuZXhhbXBsZS5jb20iLCJyb2xlIjoxLCJleHAiOjE3ODQ3MTQ2MjAsImp0aSI6ImRiN2UzMmJiLTMzNmEtNGMzOS1hZTY2LTllZjhkMTc4M2FlZSJ9.0tLBHQ00qr2DVAEsvPI6bw0ZHPyzD-RbwlFm9DmGaR0 HTTP/1.1" 101 10 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0" "-" rt=22.293 uct="0.001" uht="0.048" urt="22.295"
tasksync-nginx-prod  | 2026/07/22 09:38:24 [warn] 20#20: *1830 upstream sent duplicate header line: "date: Wed, 22 Jul 2026 09:38:23 GMT", previous value: "Date: Wed, 22 Jul 2026 09:38:24 GMT", ignored while reading response header from upstream, client: 172.20.0.1, server: _, request: "GET /ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI3NSIsImVtYWlsIjoiYWRtaW5AdGFza3N5bmMuZXhhbXBsZS5jb20iLCJyb2xlIjoxLCJleHAiOjE3ODQ3MTQ2MjAsImp0aSI6ImRiN2UzMmJiLTMzNmEtNGMzOS1hZTY2LTllZjhkMTc4M2FlZSJ9.0tLBHQ00qr2DVAEsvPI6bw0ZHPyzD-RbwlFm9DmGaR0 HTTP/1.1", upstream: "http://172.20.0.3:8000/ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI3NSIsImVtYWlsIjoiYWRtaW5AdGFza3N5bmMuZXhhbXBsZS5jb20iLCJyb2xlIjoxLCJleHAiOjE3ODQ3MTQ2MjAsImp0aSI6ImRiN2UzMmJiLTMzNmEtNGMzOS1hZTY2LTllZjhkMTc4M2FlZSJ9.0tLBHQ00qr2DVAEsvPI6bw0ZHPyzD-RbwlFm9DmGaR0", host: "localhost"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:24 +0000] "GET /api/v1/notifications HTTP/1.1" 200 756 "http://localhost/notifications" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0" "-" rt=0.126 uct="0.001" uht="0.125" urt="0.127"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:25 +0000] "GET /api/v1/notifications HTTP/1.1" 200 1231 "http://localhost/notifications" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36" "-" rt=0.035 uct="0.000" uht="0.033" urt="0.034"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:26 +0000] "GET /api/v1/projects HTTP/1.1" 200 978 "http://localhost/projects" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0" "-" rt=0.072 uct="0.001" uht="0.071" urt="0.072"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:29 +0000] "GET /api/v1/departments HTTP/1.1" 200 568 "http://localhost/employees" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0" "-" rt=0.110 uct="0.000" uht="0.109" urt="0.110"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:29 +0000] "GET /api/v1/employees HTTP/1.1" 200 1422 "http://localhost/employees" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0" "-" rt=0.181 uct="0.001" uht="0.179" urt="0.181"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:32 +0000] "GET /api/v1/projects HTTP/1.1" 200 978 "http://localhost/calendar" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0" "-" rt=0.179 uct="0.001" uht="0.177" urt="0.180"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:32 +0000] "GET /api/v1/departments HTTP/1.1" 200 568 "http://localhost/calendar" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0" "-" rt=0.186 uct="0.000" uht="0.185" urt="0.186"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:32 +0000] "GET /api/v1/employees HTTP/1.1" 200 1422 "http://localhost/calendar" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0" "-" rt=0.254 uct="0.001" uht="0.253" urt="0.254"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:32 +0000] "GET /api/v1/tasks HTTP/1.1" 200 1115 "http://localhost/calendar" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0" "-" rt=0.427 uct="0.000" uht="0.426" urt="0.427"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:34 +0000] "GET /api/v1/notifications HTTP/1.1" 200 757 "http://localhost/calendar" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0" "-" rt=0.058 uct="0.000" uht="0.057" urt="0.058"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:36 +0000] "GET /api/v1/notifications HTTP/1.1" 200 1231 "http://localhost/notifications" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36" "-" rt=0.036 uct="0.000" uht="0.034" urt="0.035"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:42 +0000] "GET /api/v1/audit-logs HTTP/1.1" 200 358 "http://localhost/audit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0" "-" rt=0.060 uct="0.000" uht="0.059" urt="0.060"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:44 +0000] "GET /api/v1/notifications HTTP/1.1" 200 758 "http://localhost/profile" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0" "-" rt=0.034 uct="0.001" uht="0.033" urt="0.034"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:47 +0000] "GET /api/v1/notifications HTTP/1.1" 200 1231 "http://localhost/notifications" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36" "-" rt=0.031 uct="0.000" uht="0.029" urt="0.031"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:54 +0000] "GET /api/v1/notifications HTTP/1.1" 200 756 "http://localhost/profile" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0" "-" rt=0.061 uct="0.001" uht="0.061" urt="0.062"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:38:57 +0000] "GET /api/v1/notifications HTTP/1.1" 200 1229 "http://localhost/profile" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36" "-" rt=0.109 uct="0.013" uht="0.108" urt="0.109"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:00 +0000] "GET /ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMTEiLCJlbWFpbCI6ImVtcGxveWVlMDI4QHRhc2tzeW5jLmV4YW1wbGUuY29tIiwicm9sZSI6MywiZXhwIjoxNzg0NzE2MTcyLCJqdGkiOiJhOTJlYmQ2MC05ZWJmLTRhZGQtYjc5Yy00MzFhYzVmMzdhZDMifQ.3f55W7AkozwB8aQ7ZcJlu1Z1Xze6OEqg4Fr91LmjvAg HTTP/1.1" 101 184 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36" "-" rt=47.986 uct="0.001" uht="0.320" urt="47.990"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:00 +0000] "GET /ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI3NSIsImVtYWlsIjoiYWRtaW5AdGFza3N5bmMuZXhhbXBsZS5jb20iLCJyb2xlIjoxLCJleHAiOjE3ODQ3MTQ2MjAsImp0aSI6ImRiN2UzMmJiLTMzNmEtNGMzOS1hZTY2LTllZjhkMTc4M2FlZSJ9.0tLBHQ00qr2DVAEsvPI6bw0ZHPyzD-RbwlFm9DmGaR0 HTTP/1.1" 101 10 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0" "-" rt=35.766 uct="0.000" uht="0.035" urt="35.770"
tasksync-nginx-prod  | 2026/07/22 09:39:04 [error] 20#20: *1742 connect() failed (111: Connection refused) while connecting to upstream, client: 172.20.0.1, server: _, request: "GET /api/v1/notifications HTTP/1.1", upstream: "http://172.20.0.3:8000/api/v1/notifications", host: "localhost", referrer: "http://localhost/profile"
tasksync-nginx-prod  | 172.20.0.1 - - [22/Jul/2026:09:39:04 +0000] "GET /api/v1/notifications HTTP/1.1" 502 552 "http://localhost/profile" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0" "-" rt=0.000 uct="-" uht="-" urt="0.000"
tasksync-nginx-prod  | 2026/07/22 09:39:05 [error] 20#20: *1853 connect() failed (111: Connection refused) while connecting to upstream, client: 172.20.0.1, server: _, request: "GET /ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI3NSIsImVtYWlsIjoiYWRtaW5AdGFza3N5bmMuZXhhbXBsZS5jb20iLCJyb2xlIjoxLCJleHAiOjE3ODQ3MTQ2MjAsImp0aSI6ImRiN2UzMmJiLTMzNmEtNGMzOS1hZTY2LTllZjhkMTc4M2FlZSJ9.0tLBHQ00qr2DVAEsvPI6bw0ZHPyzD-RbwlFm9DmGaR0 HTTP/1.1", upstream: "http://172.20.0.3:8000/ws/notifications?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI3NSIsImVtYWlsIjoiYWRtaW5AdGFza3N5bmMuZXhhbXBsZS5jb20iLCJyb2xlIjoxLCJleHAiOjE3ODQ3MTQ2MjAsImp0aSI6ImRiN2UzMmJiLTMzNmEtNGMzOS1hZTY2LTllZjhkMTc4M2FlZSJ9.0tLBHQ00qr2DVAEsvPI6bw0ZHPyzD-RbwlFm9DmGaR0", host: "localhost"
